,renda mensal per capita,freezer,V2103,V2105,V2107,V2109,deixou de ter alimentos saudaveis,nao comeu suficiente,diminiui quantidade de alimento,deixou de fazer refeicao,sentiu fome,menos de uma refeicao/dia
26088,3.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
26093,3.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
26112,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
26113,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
26117,1.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
26118,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
26120,3.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
26121,2.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
26122,1.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
26123,2.0,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
26124,3.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
26126,1.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
26127,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
26129,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
26182,2.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
26184,1.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
26187,3.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim
26191,1.0,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não
26195,2.0,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
26197,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
26198,4.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
26199,2.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
26203,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
26205,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
26208,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não
26209,4.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
26210,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
26211,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não
26214,2.0,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Não
26218,2.0,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não
26220,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
26222,1.0,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não
26225,3.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
26228,1.0,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim
26230,1.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
26233,3.0,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
26237,2.0,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
26240,3.0,Não,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Não
26242,4.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
26245,2.0,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
26248,3.0,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
26249,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
26250,2.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
26251,3.0,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
26253,2.0,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
26258,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
26259,3.0,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
26260,3.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
26263,1.0,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não
26281,0.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
26285,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
26288,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
26289,1.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
26291,0.0,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
26294,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
26296,1.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
26301,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
26307,2.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
26310,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não
26311,2.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
26313,4.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
26314,3.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não
26317,3.0,Não,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não
26320,2.0,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
26324,2.0,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
26329,2.0,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
26339,4.0,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
26341,2.0,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
26344,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
26345,3.0,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não
26346,3.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
26353,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
26358,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
26359,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
26366,4.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
26367,2.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
26369,2.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
26370,2.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
26371,1.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não
26373,1.0,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não
26375,2.0,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
26379,2.0,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
26385,4.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
26387,2.0,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
26389,3.0,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não
26390,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
26399,4.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
26409,1.0,Não,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Não
26414,3.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
26425,3.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
26426,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
26428,2.0,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
26429,1.0,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não
26430,2.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
26432,3.0,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
26434,2.0,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
26436,1.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
26463,6.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
26464,5.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
26467,2.0,Não,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Sim
26479,4.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
26483,3.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
26484,3.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
26499,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
26505,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
26506,2.0,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
26513,2.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
26514,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
26517,3.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
26518,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
26520,1.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
26531,3.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
26536,3.0,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não
26538,1.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
26539,2.0,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não
26556,1.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
26559,1.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
26571,3.0,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não
26574,3.0,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
26576,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
26578,1.0,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não
26581,1.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
26583,2.0,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não
26584,2.0,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não
26585,2.0,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
26586,1.0,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
26587,1.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
26589,1.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
26591,3.0,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não
26592,1.0,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
26598,1.0,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não
26600,1.0,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não
26607,2.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
26609,2.0,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
26612,2.0,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não
26613,1.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
26614,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
26615,2.0,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
26618,99.0,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não
26619,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não
26621,1.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não
26623,2.0,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não
26624,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não
26631,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
26632,1.0,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não
26633,2.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
26634,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
26636,1.0,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não
26637,3.0,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não
26640,99.0,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
26642,1.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
26643,2.0,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não
26646,2.0,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
26651,3.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
26657,3.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
26662,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não
26667,2.0,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não
26669,2.0,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não
26672,99.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Sim
26673,3.0,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
26674,1.0,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
26679,1.0,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
26681,1.0,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não
26682,3.0,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não
26686,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não
26687,1.0,Não,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Não
26689,2.0,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
26692,1.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
26693,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
26698,1.0,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não
26700,1.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
26703,2.0,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
26724,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
26735,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não
26737,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
26761,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
26767,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
26801,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
26820,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
26840,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
26851,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
26853,4.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
26855,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não
26866,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não
26876,1.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
26880,3.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
26881,1.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
26883,1.0,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não
26886,1.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
26887,2.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
26889,1.0,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não
26892,2.0,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
26893,0.0,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
26914,1.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
26923,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
26925,2.0,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
26927,1.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
26929,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não
26930,1.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
26931,1.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
26935,1.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
26939,3.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
26941,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não
26946,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
26949,1.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
26950,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
26960,1.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
26975,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
26976,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não
26977,1.0,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não
26987,1.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
26992,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não
27004,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
27006,1.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
27009,1.0,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não
27011,1.0,Não,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não
27012,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
27013,1.0,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não
27016,1.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
27018,3.0,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não
27024,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
27025,1.0,Não,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não
27035,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
27036,2.0,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
27037,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
27047,1.0,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não
27051,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
27058,2.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
27072,1.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
27078,1.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
27091,2.0,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não
27092,1.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não
27094,3.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
27102,3.0,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não
27103,3.0,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
27105,1.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Não
27108,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
27110,3.0,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
27113,3.0,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não
27120,3.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
27121,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
27122,2.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
27125,2.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
27137,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
27141,3.0,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não
27143,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
27151,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
27155,2.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
27162,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
27164,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
27167,1.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
27170,2.0,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não
27172,3.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
27175,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não
27178,3.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
27184,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
27190,1.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
27193,2.0,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não
27199,3.0,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Sim,Não
27201,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
27208,2.0,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não
27212,2.0,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não
27214,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
27216,2.0,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
27223,2.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
27224,2.0,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não
27229,1.0,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
27232,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
27233,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não
27246,2.0,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
27255,3.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
27257,3.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
27266,3.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
27271,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
27288,3.0,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
27315,2.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
27316,1.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
27322,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
27329,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
27334,1.0,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
27337,2.0,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não
27362,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
27363,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
27367,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
27379,1.0,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não
27392,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não
27399,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
27430,3.0,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
27431,99.0,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
27432,1.0,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
27434,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não
27454,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
27469,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
27472,2.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
27477,99.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
27488,3.0,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
27497,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
27498,3.0,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não
27504,3.0,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
27505,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
27509,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
27565,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
27566,3.0,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não
27575,2.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
27580,3.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
27584,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
27586,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
27601,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
27607,1.0,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
27610,2.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
27621,3.0,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não
27626,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
27628,2.0,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não
27632,1.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
